,id,imdb_rating,imdb_votes,number_in_season,number_in_series,original_air_date,original_air_year,production_code,season,title,us_viewers_in_millions,views,season_group
0,10,7.4,1511.0,10,10,1990-03-25,1990,7G10,1,Homer's Night Out,30.3,50816.0,1.0
1,12,8.3,1716.0,12,12,1990-04-29,1990,7G12,1,Krusty Gets Busted,30.4,62561.0,1.0
2,14,8.2,1638.0,1,14,1990-10-11,1990,7F03,2,"Bart Gets an ""F""",33.6,59575.0,1.0
3,17,8.1,1457.0,4,17,1990-11-01,1990,7F01,2,Two Cars in Every Garage and Three Eyes on Every Fish,26.1,64959.0,1.0
4,19,8.0,1366.0,6,19,1990-11-15,1990,7F08,2,Dead Putting Society,25.4,50691.0,1.0
5,21,8.4,1522.0,8,21,1990-12-06,1990,7F06,2,Bart the Daredevil,26.2,57605.0,1.0
6,23,7.8,1340.0,10,23,1991-01-10,1991,7F10,2,Bart Gets Hit by a Car,24.8,56486.0,1.0
7,26,8.0,1329.0,13,26,1991-02-07,1991,7F13,2,Homer vs. Lisa and the 8th Commandment,26.2,58277.0,1.0
8,28,8.2,1413.0,15,28,1991-02-21,1991,7F16,2,"Oh Brother, Where Art Thou?",26.8,47426.0,1.0
9,30,7.6,1243.0,17,30,1991-03-28,1991,7F17,2,Old Money,21.2,44331.0,1.0
10,32,8.5,1684.0,19,32,1991-04-25,1991,7F19,2,Lisa's Substitute,17.7,52770.0,1.0
11,35,8.0,1223.0,22,35,1991-07-11,1991,7F22,2,Blood Feud,17.3,52829.0,1.0
12,37,7.7,1274.0,2,37,1991-09-26,1991,8F01,3,Mr. Lisa Goes to Washington,20.2,52098.0,1.0
13,39,8.7,1446.0,4,39,1991-10-10,1991,8F03,3,Bart the Murderer,20.8,64342.0,1.0
14,41,7.7,1262.0,6,41,1991-10-24,1991,8F05,3,"Like Father, Like Clown",20.2,45586.0,1.0
15,44,7.9,1194.0,9,44,1991-11-14,1991,8F07,3,Saturdays of Thunder,24.7,55808.0,1.0
16,46,8.2,1291.0,11,46,1991-12-05,1991,8F09,3,Burns Verkaufen der Kraftwerk,21.1,55987.0,1.0
17,48,8.5,1365.0,13,48,1992-01-09,1992,8F11,3,Radio Bart,24.2,58919.0,1.0
18,51,8.3,1272.0,16,51,1992-02-13,1992,8F16,3,Bart the Lover,20.5,53123.0,1.0
19,53,8.2,1201.0,18,53,1992-02-27,1992,8F15,3,Separate Vocations,23.7,61508.0,1.0
20,55,7.9,1233.0,20,55,1992-03-26,1992,8F19,3,Colonel Homer,25.5,46901.0,1.0
21,58,7.8,1160.0,23,58,1992-05-07,1992,8F22,3,Bart's Friend Falls in Love,19.5,48058.0,1.0
22,60,8.4,1414.0,1,60,1992-09-24,1992,8F24,4,Kamp Krusty,21.8,67081.0,1.0
23,65,8.2,1293.0,6,65,1992-11-03,1992,9F03,4,Itchy & Scratchy: The Movie,20.1,55740.0,1.0
24,69,8.5,1350.0,10,69,1992-12-03,1992,9F08,4,Lisa's First Word,28.6,62070.0,1.0
25,72,8.0,1153.0,13,72,1993-01-21,1993,9F11,4,Selma's Choice,24.5,56396.0,1.0
26,7,7.9,1638.0,7,7,1990-02-18,1990,7G09,1,The Call of the Simpsons,27.6,57793.0,1.0
27,24,8.8,1687.0,11,24,1991-01-24,1991,7F12,2,"One Fish, Two Fish, Blowfish, Blue Fish",24.2,50206.0,1.0
28,80,7.7,1080.0,21,80,1993-05-06,1993,9F20,4,Marge in Chains,17.3,68692.0,1.0
29,82,8.4,1416.0,1,82,1993-09-30,1993,9F21,5,Homer's Barbershop Quartet,19.9,58390.0,1.0
30,84,8.6,1476.0,3,84,1993-10-14,1993,1F02,5,Homer Goes to College,18.1,64802.0,1.0
31,87,8.0,1132.0,6,87,1993-11-04,1993,1F03,5,Marge on the Lam,21.7,53490.0,1.0
32,89,8.7,1270.0,8,89,1993-11-18,1993,1F06,5,Boy-Scoutz 'n the Hood,20.1,83238.0,1.0
33,92,8.2,1202.0,11,92,1994-01-06,1994,1F09,5,Homer the Vigilante,20.1,74673.0,1.0
34,93,8.1,1123.0,12,93,1994-02-03,1994,1F11,5,Bart Gets Famous,20.0,66267.0,1.0
35,95,8.2,1187.0,14,95,1994-02-17,1994,1F12,5,Lisa vs. Malibu Stacy,20.5,61715.0,1.0
36,98,7.9,1116.0,17,98,1994-03-31,1994,1F15,5,Bart Gets an Elephant,17.0,63427.0,1.0
37,102,7.5,1014.0,21,102,1994-05-12,1994,1F21,5,Lady Bouvier's Lover,15.1,59503.0,1.0
38,104,8.6,1330.0,1,104,1994-09-04,1994,1F22,6,Bart of Darkness,15.1,65126.0,1.0
39,107,8.5,1277.0,4,107,1994-10-02,1994,2F01,6,Itchy & Scratchy Land,14.8,72722.0,1.0
40,111,8.4,1236.0,8,111,1994-11-13,1994,2F05,6,Lisa on Ice,17.9,63564.0,1.0
41,114,7.8,1100.0,11,114,1994-12-18,1994,2F08,6,Fear of Flying,15.6,61569.0,1.0
42,116,8.5,1284.0,13,116,1995-01-22,1995,2F10,6,And Maggie Makes Three,17.3,63051.0,1.0
43,118,8.5,1254.0,15,118,1995-02-12,1995,2F12,6,Homie the Clown,17.6,73123.0,1.0
44,120,7.9,1006.0,17,120,1995-02-26,1995,2F14,6,Homer vs. Patty and Selma,18.9,60599.0,1.0
45,123,8.1,1051.0,20,123,1995-04-09,1995,2F18,6,Two Dozen and One Greyhounds,11.6,62323.0,1.0
46,125,8.3,1084.0,22,125,1995-04-30,1995,2F32,6,'Round Springfield,12.6,56001.0,1.0
47,127,8.6,1285.0,24,127,1995-05-14,1995,2F22,6,Lemon of Troy,13.1,70698.0,1.0
48,130,8.3,1172.0,2,130,1995-09-24,1995,2F17,7,Radioactive Man,15.7,62390.0,1.0
49,132,8.7,1354.0,4,132,1995-10-08,1995,3F02,7,Bart Sells His Soul,14.8,65333.0,1.0
50,134,8.5,1304.0,6,134,1995-10-29,1995,3F04,7,Treehouse of Horror VI,19.7,110342.0,1.0
51,139,8.3,1146.0,11,139,1995-12-17,1995,3F07,7,Marge Be Not Proud,16.7,68970.0,1.0
52,140,8.3,1064.0,12,140,1996-01-07,1996,3F10,7,Team Homer,16.7,72268.0,1.0
53,143,7.7,954.0,15,143,1996-02-11,1996,3F12,7,Bart the Fink,15.0,71230.0,1.0
54,67,8.2,1240.0,8,67,1992-11-12,1992,9F06,4,New Kid on the Block,23.1,54557.0,1.0
55,149,8.8,1393.0,21,149,1996-04-14,1996,3F18,7,22 Short Films About Springfield,10.5,66536.0,1.0
56,151,8.0,995.0,23,151,1996-05-05,1996,3F20,7,Much Apu About Nothing,11.3,75618.0,1.0
57,153,8.3,1119.0,25,153,1996-05-19,1996,3F22,7,Summer of 4 Ft. 2,14.7,65847.0,1.0
58,157,7.7,1079.0,4,157,1996-11-17,1996,4F05,8,"Burns, Baby Burns",12.6,55497.0,1.0
59,160,7.8,1005.0,7,160,1996-12-15,1996,4F01,8,Lisa's Date with Density,14.35,60912.0,1.0
60,163,9.0,1793.0,10,163,1997-01-12,1997,3G01,8,The Springfield Files,20.9,69555.0,1.0
61,164,7.8,998.0,11,164,1997-01-19,1997,4F08,8,The Twisted World of Marge Simpson,14.0,71813.0,1.0
62,167,7.9,1079.0,14,167,1997-02-09,1997,4F12,8,The Itchy & Scratchy & Poochie Show,15.5,58581.0,1.0
63,168,8.9,1666.0,15,168,1997-02-16,1997,4F11,8,Homer's Phobia,15.3,63355.0,1.0
64,171,8.7,1330.0,18,171,1997-03-16,1997,4F15,8,Homer vs. the Eighteenth Amendment,14.6,83561.0,1.0
65,173,7.7,913.0,20,173,1997-04-13,1997,4F16,8,The Canine Mutiny,14.35,54155.0,1.0
66,175,8.0,973.0,22,175,1997-04-27,1997,4F18,8,In Marge We Trust,16.9,59088.0,1.0
67,178,7.8,967.0,25,178,1997-05-18,1997,4F21,8,The Secret War of Lisa Simpson,12.7,59196.0,1.0
68,180,7.4,1158.0,2,180,1997-09-28,1997,4F23,9,The Principal and the Pauper,14.9,48414.0,1.0
69,184,7.7,925.0,6,184,1997-11-09,1997,5F03,9,Bart Star,10.6,31033.0,1.0
70,186,8.0,978.0,8,186,1997-11-23,1997,5F05,9,Lisa the Skeptic,9.3,22318.0,1.0
71,189,5.1,1119.0,11,189,1998-01-04,1998,5F24,9,"All Singing, All Dancing",8.9,15780.0,1.0
72,191,8.2,1042.0,13,191,1998-02-08,1998,5F23,9,The Joy of Sect,9.4,27710.0,1.0
73,196,7.8,906.0,18,196,1998-03-22,1998,5F13,9,This Little Wiggy,8.9,20739.0,1.0
74,198,7.9,949.0,20,198,1998-04-05,1998,5F14,9,The Trouble with Trillions,7.4,23426.0,1.0
75,200,8.5,1108.0,22,200,1998-04-26,1998,5F09,9,Trash of the Titans,10.2,26299.0,1.0
76,203,8.1,931.0,25,203,1998-05-17,1998,5F18,9,Natural Born Kissers,8.6,53823.0,1.0
77,205,8.2,988.0,2,205,1998-09-20,1998,5F21,10,The Wizard of Evergreen Terrace,7.95,53216.0,1.0
78,207,8.0,1013.0,4,207,1998-10-25,1998,AABF01,10,Treehouse of Horror IX,8.5,83169.0,1.0
79,212,8.2,975.0,9,212,1998-12-20,1998,AABF05,10,Mayored to the Mob,8.5,56762.0,1.0
80,214,7.7,834.0,11,214,1999-01-17,1999,AABF07,10,Wild Barts Can't Be Broken,8.8,57693.0,1.0
81,219,7.5,795.0,16,219,1999-02-28,1999,AABF12,10,Make Room for Lisa,7.6,53449.0,1.0
82,222,7.6,831.0,19,222,1999-04-11,1999,AABF15,10,Mom and Pop Art,8.5,47851.0,1.0
83,224,7.2,789.0,21,224,1999-05-02,1999,AABF17,10,Monty Can't Buy Me Love,7.26,44242.0,1.0
84,226,7.9,964.0,23,226,1999-05-16,1999,AABF20,10,Thirty Minutes over Tokyo,8.0,55947.0,1.0
85,229,7.5,797.0,3,229,1999-10-24,1999,AABF21,11,Guess Who's Coming to Criticize Dinner?,6.7,46141.0,2.0
86,231,7.6,817.0,5,231,1999-11-07,1999,AABF19,11,E-I-E-I-(Annoyed Grunt),8.4,51431.0,2.0
87,233,7.1,747.0,7,233,1999-11-21,1999,BABF03,11,Eight Misbehavin',9.2,40465.0,2.0
88,238,7.3,747.0,12,238,2000-01-23,2000,BABF08,11,The Mansion Family,11.3,43949.0,2.0
89,240,7.9,887.0,14,240,2000-02-13,2000,BABF11,11,"Alone Again, Natura-diddily",10.8,47392.0,2.0
90,242,7.3,755.0,16,242,2000-02-27,2000,BABF12,11,Pygmoelian,9.4,52891.0,2.0
91,245,6.6,805.0,19,245,2000-04-30,2000,BABF16,11,Kill the Alligator and Run,7.46,52176.0,2.0
92,247,7.3,737.0,21,247,2000-05-14,2000,BABF18,11,"It's a Mad, Mad, Mad, Mad Marge",7.5,54146.0,2.0
93,249,7.6,829.0,1,249,2000-11-01,2000,BABF21,12,Treehouse of Horror XI,13.2,77719.0,2.0
94,251,7.1,733.0,3,251,2000-11-12,2000,BABF17,12,Insane Clown Poppy,16.4,40443.0,2.0
95,254,7.7,782.0,6,254,2000-12-03,2000,CABF02,12,The Computer Wore Menace Shoes,15.6,51100.0,2.0
96,258,7.3,760.0,10,258,2001-01-14,2001,CABF05,12,Pokey Mom,15.0,51024.0,2.0
97,261,7.2,668.0,13,261,2001-02-18,2001,CABF10,12,Day of the Jackanapes,15.4,49986.0,2.0
98,263,7.4,731.0,15,263,2001-03-04,2001,CABF09,12,"Hungry, Hungry Homer",17.6,49811.0,2.0
99,265,6.9,719.0,17,265,2001-04-01,2001,CABF13,12,Simpson Safari,13.3,49065.0,2.0
100,268,7.3,666.0,20,268,2001-05-13,2001,CABF16,12,Children of a Lesser Clod,13.8,50070.0,2.0
101,270,7.5,824.0,1,270,2001-11-06,2001,CABF19,13,Treehouse of Horror XII,13.0,77136.0,2.0
102,272,7.2,698.0,3,272,2001-11-18,2001,CABF20,13,Homer the Moe,14.4,44651.0,2.0
103,274,7.7,716.0,5,274,2001-12-09,2001,CABF21,13,The Blunder Years,12.9,45288.0,2.0
104,279,7.5,683.0,10,279,2002-02-10,2002,DABF04,13,Half-Decent Proposal,13.2,42977.0,2.0
105,281,6.5,656.0,12,281,2002-02-24,2002,DABF07,13,The Lastest Gun in the West,13.2,44787.0,2.0
106,284,7.0,670.0,15,284,2002-03-31,2002,DABF10,13,Blame It on Lisa,11.1,50694.0,2.0
107,286,5.6,721.0,17,286,2002-04-21,2002,DABF12,13,Gump Roast,12.3,46335.0,2.0
108,70,8.7,1445.0,11,70,1992-12-17,1992,9F09,4,Homer's Triple Bypass,23.6,57400.0,1.0
109,294,7.0,645.0,3,294,2002-11-17,2002,DABF20,14,Bart vs. Lisa vs. the Third Grade,13.3,43130.0,2.0
110,297,7.3,628.0,6,297,2002-12-15,2002,EABF01,14,The Great Louse Detective,15.5,48110.0,2.0
111,299,7.3,598.0,8,299,2003-01-12,2003,EABF03,14,The Dad Who Knew Too Little,12.8,47170.0,2.0
112,301,6.8,598.0,10,301,2003-02-09,2003,EABF06,14,Pray Anything,13.4,46336.0,2.0
113,306,7.3,557.0,15,306,2003-03-16,2003,EABF10,14,C.E.D'oh,13.0,47386.0,2.0
114,308,7.2,649.0,17,308,2003-04-13,2003,EABF12,14,Three Gays of the Condo,12.02,49263.0,2.0
115,311,6.9,570.0,20,311,2003-05-11,2003,EABF15,14,"Brake My Wife, Please",10.56,47288.0,2.0
116,313,7.7,697.0,22,313,2003-05-18,2003,EABF17,14,Moe Baby Blues,13.44,45931.0,2.0
117,315,7.3,595.0,2,315,2003-11-09,2003,EABF18,15,My Mother the Carjacker,12.4,34590.0,2.0
118,318,7.2,586.0,5,318,2003-11-30,2003,EABF19,15,The Fat and the Furriest,11.7,39180.0,2.0
119,320,7.2,588.0,7,320,2003-12-14,2003,FABF02,15,'Tis the Fifteenth Season,11.3,40667.0,2.0
120,322,7.3,607.0,9,322,2004-01-11,2004,FABF04,15,"I, (Annoyed Grunt)-bot",16.3,42776.0,2.0
121,326,7.1,589.0,13,326,2004-02-22,2004,FABF09,15,Smart & Smarter,12.6,43969.0,2.0
122,328,6.9,560.0,15,328,2004-03-21,2004,FABF10,15,Co-Dependents' Day,11.2,47246.0,2.0
123,331,7.0,609.0,18,331,2004-04-25,2004,FABF14,15,Catch 'Em If You Can,9.3,47274.0,2.0
124,333,7.3,587.0,20,333,2004-05-09,2004,FABF13,15,The Way We Weren't,6.6,43128.0,2.0
125,335,7.2,553.0,22,335,2004-05-23,2004,FABF18,15,Fraudcast News,9.2,44954.0,2.0
126,338,7.1,556.0,3,338,2004-11-21,2004,FABF19,16,Sleeping with the Enemy,9.95,40958.0,2.0
127,340,7.1,539.0,5,340,2004-12-12,2004,FABF21,16,Fat Man and Little Boy,10.31,44210.0,2.0
128,342,7.0,523.0,7,342,2005-01-30,2005,GABF01,16,Mommie Beerest,9.97,46256.0,2.0
129,345,7.1,580.0,10,345,2005-02-20,2005,GABF04,16,There's Something About Marrying,10.39,49371.0,2.0
130,347,7.0,586.0,12,347,2005-03-13,2005,GABF06,16,Goo Goo Gai Pan,10.28,44914.0,2.0
131,349,6.9,535.0,14,349,2005-04-03,2005,GABF08,16,The Seven-Beer Snitch,7.48,45174.0,2.0
132,352,7.2,562.0,17,352,2005-05-01,2005,GABF11,16,The Heartbroke Kid,10.79,50610.0,2.0
133,354,7.3,575.0,19,354,2005-05-08,2005,GABF14,16,Thank God It's Doomsday,10.05,46504.0,2.0
134,357,6.3,618.0,1,357,2005-09-11,2005,GABF18,17,The Bonfire of the Manatees,11.1,33933.0,2.0
135,75,8.3,1209.0,16,75,1993-02-18,1993,9F14,4,Duffless,25.7,84874.0,1.0
136,363,6.7,560.0,7,363,2005-11-27,2005,GABF22,17,The Last of the Red Hat Mamas,11.46,39577.0,2.0
137,365,6.9,553.0,9,365,2005-12-18,2005,HABF01,17,Simpsons Christmas Stories,9.8,43082.0,2.0
138,368,6.4,597.0,12,368,2006-02-26,2006,HABF05,17,My Fair Laddy,9.51,39745.0,2.0
139,370,7.0,558.0,14,370,2006-03-19,2006,HABF07,17,Bart Has Two Mommies,8.75,44012.0,2.0
140,372,6.6,577.0,16,372,2006-04-02,2006,HABF09,17,Million-Dollar Abie,7.83,42303.0,2.0
141,376,6.7,558.0,20,376,2006-05-07,2006,HABF13,17,Regarding Margie,8.5,43162.0,2.0
142,379,7.5,754.0,1,379,2006-09-10,2006,HABF15,18,"The Mook, the Chef, the Wife and Her Homer",11.5,41321.0,2.0
143,381,6.8,623.0,3,381,2006-09-24,2006,HABF20,18,"Please Homer, Don't Hammer 'Em",9.72,41865.0,2.0
144,383,6.9,656.0,5,383,2006-11-12,2006,HABF21,18,G.I. (Annoyed Grunt),11.43,42160.0,2.0
145,385,7.0,603.0,7,385,2006-11-26,2006,HABF22,18,Ice Cream of Margie (with the Light Blue Hair),10.9,43032.0,2.0
146,387,6.4,624.0,9,387,2006-12-17,2006,JABF01,18,"Kill Gil, Volumes I & II",8.96,43700.0,2.0
147,390,7.0,672.0,12,390,2007-02-11,2007,JABF04,18,Little Big Girl,8.27,52730.0,2.0
148,392,7.1,644.0,14,392,2007-03-04,2007,JABF09,18,Yokel Chords,9.09,41561.0,2.0
149,394,7.2,610.0,16,394,2007-03-25,2007,JABF06,18,Homerazzi,6.91,42602.0,2.0
150,397,7.1,542.0,19,397,2007-05-06,2007,JABF13,18,Crook and Ladder,7.72,46262.0,2.0
151,399,8.1,1179.0,21,399,2007-05-20,2007,JABF14,18,24 Minutes,9.8,45026.0,2.0
152,402,6.7,684.0,2,402,2007-09-30,2007,JABF18,19,The Homer of Seville,8.4,33792.0,2.0
153,406,6.7,591.0,6,406,2007-11-11,2007,JABF22,19,Little Orphan Millie,10.57,39369.0,2.0
154,408,7.1,673.0,8,408,2007-11-25,2007,KABF01,19,Funeral for a Fiend,9.0,42596.0,2.0
155,410,6.9,633.0,10,410,2008-01-06,2008,KABF03,19,E Pluribus Wiggum,8.2,44512.0,2.0
156,413,7.7,788.0,13,413,2008-03-02,2008,KABF06,19,The Debarted,8.18,42141.0,2.0
157,415,6.7,580.0,15,415,2008-03-30,2008,KABF08,19,Smoke on the Daughter,7.1,41735.0,2.0
158,417,6.9,601.0,17,417,2008-04-27,2008,KABF10,19,Apocalypse Cow,7.69,41118.0,2.0
159,419,7.1,613.0,19,419,2008-05-11,2008,KABF12,19,Mona Leaves-a,6.02,39443.0,2.0
160,422,6.9,681.0,2,422,2008-10-05,2008,KABF15,20,Lost Verizon,7.43,38186.0,3.0
161,424,7.1,757.0,4,424,2008-11-02,2008,KABF16,20,Treehouse of Horror XIX,12.48,21509.0,3.0
162,77,7.2,1105.0,18,77,1993-04-01,1993,9F17,4,So It's Come to This: A Simpsons Clip Show,25.5,49139.0,1.0
163,433,7.2,652.0,13,433,2009-03-15,2009,LABF04,20,Gone Maggie Gone,5.99,43663.0,3.0
164,438,7.0,554.0,18,438,2009-04-26,2009,LABF08,20,Father Knows Worst,5.94,42390.0,3.0
165,440,6.3,591.0,20,440,2009-05-10,2009,LABF09,20,Four Great Women and a Manicure,5.16,44718.0,3.0
166,442,7.1,698.0,1,442,2009-09-27,2009,LABF13,21,Homer the Whopper,8.31,39936.0,3.0
167,448,6.8,529.0,7,448,2009-11-29,2009,LABF19,21,Rednecks and Broomsticks,9.02,37909.0,3.0
168,450,6.8,481.0,9,450,2010-01-03,2010,MABF02,21,Thursdays with Abie,8.65,36227.0,3.0
169,452,7.1,532.0,11,452,2010-01-31,2010,MABF03,21,Million Dollar Maybe,5.11,40854.0,3.0
170,455,7.1,480.0,14,455,2010-03-14,2010,MABF04,21,Postcards from the Wedge,5.23,41357.0,3.0
171,457,5.7,675.0,16,457,2010-03-28,2010,MABF10,21,The Greatest Story Ever D'ohed,5.69,44070.0,3.0
172,462,6.9,491.0,21,462,2010-05-09,2010,MABF13,21,Moe Letter Blues,5.66,40904.0,3.0
173,464,6.6,507.0,23,464,2010-05-23,2010,MABF15,21,Judge Me Tender,5.74,41830.0,3.0
174,466,6.8,506.0,2,466,2010-10-03,2010,MABF17,22,Loan-a Lisa,8.59,35051.0,3.0
175,469,7.2,482.0,5,469,2010-11-14,2010,MABF20,22,"Lisa Simpson, This Isn't Your Life",8.97,40637.0,3.0
176,472,6.9,564.0,8,472,2010-12-05,2010,MABF22,22,The Fight Before Christmas,9.54,43781.0,3.0
177,473,7.0,528.0,9,473,2010-12-12,2010,MABF19,22,Donnie Fatso,7.18,40276.0,3.0
178,476,7.0,486.0,12,476,2011-01-23,2011,NABF05,22,Homer the Father,6.5,42691.0,3.0
179,478,7.2,559.0,14,478,2011-02-20,2011,NABF07,22,Angry Dad: The Movie,6.35,42693.0,3.0
180,480,6.1,481.0,16,480,2011-03-13,2011,NABF09,22,A Midsummer's Nice Dream,5.44,38893.0,3.0
181,482,7.0,491.0,18,482,2011-04-10,2011,NABF11,22,The Great Simpsina,4.99,41560.0,3.0
182,485,7.3,505.0,21,485,2011-05-15,2011,NABF14,22,500 Keys,6.0,46660.0,3.0
183,487,7.2,672.0,1,487,2011-09-25,2011,NABF16,23,The Falcon and the D'ohman,8.08,39209.0,3.0
184,489,6.6,654.0,3,489,2011-10-30,2011,NABF19,23,Treehouse of Horror XXII,8.1,63816.0,3.0
185,491,7.2,562.0,5,491,2011-11-13,2011,NABF20,23,The Food Wife,7.5,42746.0,3.0
186,494,6.2,476.0,8,494,2011-12-04,2011,PABF02,23,The Ten-Per-Cent Solution,9.01,39002.0,3.0
187,496,6.1,549.0,10,496,2012-01-08,2012,PABF03,23,"Politically Inept, with Homer Simpson",5.07,44074.0,3.0
188,498,5.7,562.0,12,498,2012-01-29,2012,PABF05,23,Moe Goes from Rags to Riches,5.12,39838.0,3.0
189,447,6.7,543.0,6,447,2009-11-22,2009,LABF18,21,Pranks and Greens,7.03,40981.5,3.0
190,91,8.5,1274.0,10,91,1993-12-16,1993,1F08,5,"$pringfield (or, How I Learned to Stop Worrying and Love Legalized Gambling)",17.9,82216.0,1.0
191,504,7.1,470.0,18,504,2012-04-15,2012,PABF11,23,Beware My Cheating Bart,4.86,43422.0,3.0
192,506,6.9,405.0,20,506,2012-05-06,2012,PABF13,23,The Spy Who Learned Me,4.84,43544.0,3.0
193,508,4.5,1215.0,22,508,2012-05-20,2012,PABF14,23,Lisa Goes Gaga,4.82,44434.0,3.0
194,513,6.3,426.0,5,513,2012-11-18,2012,PABF19,24,Penny-Wiseguys,5.06,36897.0,3.0
195,516,7.2,441.0,8,516,2012-12-16,2012,RABF01,24,To Cur with Love,3.77,40726.0,3.0
196,518,7.0,408.0,10,518,2013-01-13,2013,RABF03,24,A Test Before Trying,5.04,41542.0,3.0
197,520,6.5,471.0,12,520,2013-02-10,2013,RABF07,24,Love is a Many-Splintered Thing,4.19,41828.0,3.0
198,522,6.2,423.0,14,522,2013-03-03,2013,RABF06,24,Gorgeous Grampa,4.66,39510.0,3.0
